"source_path","seed_path","classification","action","reason","source_sha256","seed_sha256"
"certification/d11s/inputs/restart-g12.json","certification/d11s/inputs/restart-g12.json","SOURCE_OK","INCLUDE_UNCHANGED","Tracked deterministic certification input; values are synthetic/configuration references, not runtime database or credentials.","72820167ee8be0f3e78ffda5a91aaeae33ea07acaa3e845a93083bb5b4305d07","72820167ee8be0f3e78ffda5a91aaeae33ea07acaa3e845a93083bb5b4305d07"
"certification/d11s/inputs/runtime-config.json","certification/d11s/inputs/runtime-config.json","SOURCE_OK","INCLUDE_UNCHANGED","Tracked deterministic certification input; values are synthetic/configuration references, not runtime database or credentials.","2e1fb492e7ba31be562801a7a7b119b44539f440f31c2b19e0f6d2ac5042727e","2e1fb492e7ba31be562801a7a7b119b44539f440f31c2b19e0f6d2ac5042727e"
"configs/personas/kayla.json","configs/personas/kayla.json","SOURCE_OK","INCLUDE_UNCHANGED","Canonical source/test/config file required for development or verification.","72935ea060c0a8ceb282151306f22718101c3b685c644302c155fce72fdf306e","72935ea060c0a8ceb282151306f22718101c3b685c644302c155fce72fdf306e"
"configs/runtime/kayla.json","configs/runtime/kayla.json","SOURCE_OK","INCLUDE_UNCHANGED","Canonical source/test/config file required for development or verification.","47e170d0fe33b9494c038a2a6a37152b7f71b80b2af18d6e4b83a0bb8205ed2c","47e170d0fe33b9494c038a2a6a37152b7f71b80b2af18d6e4b83a0bb8205ed2c"
"docs/2026-08-27-operit-ecosystem-review.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","ef0628001de86e10fef3907769b994f4df6f72846b897fbcf552d84e69080c0c",""
"docs/2026-08-27-shadow-pipeline-pitfalls-and-pending.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","b666ab010659004d6cdec100f64d1f2d538f894cf2cbbdc556137d4add857d22",""
"docs/2026-08-27-shadow-pipeline-status-audit.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","c7ccfc263706f59ba2061b8fd80be2c4f32d2778a11b42ee578ec9551e6ac63e",""
"docs/C10_ASSESSMENT_CONFIDENCE_SCHEMA.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","48c5e85a23521d5c53452dffbf307b7918b51bdae1dee9139d278bb8d96d8eb8",""
"docs/C10_B1_CA_HOMEOSTASIS_INPUT_CLOSURE.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","087f58b14cc79789644c9d9576dd82ab228b191ff05b66a46e8f801baa97ae4d",""
"docs/C10_B1_CA_R_GATE0_BLOCKED.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","e16affe3a373a630dd31a0318f5ae4385eabdc7dd1d6a48c83042adda99abfe6",""
"docs/C10_B1_CA_R_GATE1_INDEPENDENT_REVIEW.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","f33a9b2f2d91e5982f88327a66e1f8160e6a0624709cce9e99f32e1fd76c953c",""
"docs/C10_B1_CA_R_GATE1_R2_REVIEW.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","541fdfabdac7be666762c67869b49a5f5a0da417bbeb9274b1220c96a05905b5",""
"docs/C10_B1_EXISTING_IMPLEMENTATION_CONFORMANCE_AUDIT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","8343ca448fc0e1a62fb51f42d16d0e1ed5a7dc4b698120a2b14a922581e22877",""
"docs/C10_B1_R3_CONTRIBUTION_TIMESCALE_CONTRACT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","789d03d886cd0610e55445566a52ee467d4c8b446c33a8b183b1d92907c66f85",""
"docs/C10_B1_R3_INDEPENDENT_REVIEW.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","2a52e9b71e15210593e59165919392ff78dd417fce56a0c26dc5b3b8eef3be86",""
"docs/C10_BW_ACCEPTANCE_AUDIT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","2fb6afcd0d3380f898eb5b82355269eef98b602916a2daf1094ece1e3f8c3443",""
"docs/C10_BW_ACCUMULATION_AUTH_AUDIT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","6693f838b62db8623cb6f1d78c2599fa042e8d25ccf0da7d5342dbae5c801ccd",""
"docs/C10_BW_ADR0017_HANDOFF.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","c63652abacf136adab876e577835879843cc3bee4d13c6c334d5d4b688f9ca29",""
"docs/C10_BW_CONTRACT_CLOSURE_CORRECTION.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","fcde6fcc4985d4a3df924c7323e443e2df33e694583f2e20f733e97ec630892d",""
"docs/C10_BW_FINAL_REWORK_REPORT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","41f31d0d526bd2cf5e096c14df159a36e4911e76da9772b1658c10553faabc88",""
"docs/C10_BW_MINIMAL_CONTRACT_CLOSURE.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","b9b1ba1032b26d39dd6881cb6a4c1b7632f827ed7f8e00b41e2c574b8d9e0b10",""
"docs/C10_BW_REAL_SLOW_PLASTICITY_WRITER_REPORT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","909ade74a40761972b8397ed6c67c18d227898e16e27369f46f07fab9c268a3f",""
"docs/C10_BW_ROLLING_WINDOW_PERSISTENCE_REPORT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","46706deef057ffec9f98e52babdc5a076a79a3723dacf4d3185632bdd090dec5",""
"docs/C10_BW_UPSTREAM_LONGITUDINAL_TARGET_REPORT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","d586da746adeb5bbf392fb2bbb7f032f8d5b4d71349ddd2204cefc9e7ad92292",""
"docs/C10_B_PRODUCTION_APPRAISAL_ACTIVATION_REPORT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","aed6c924ff1781c4d3ea24116a7060df51350db8bca3cb7d601929af89caa48f",""
"docs/C10_B_PROD_LONGITUDINAL_ACTIVATION_REVIEW.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","79d3bd5d2464cfc0f9d8725859d7f053ad0c5e55b79b21beca28b822ff8695c7",""
"docs/C10_C1_SLOW_BEHAVIORAL_READINESS_REPORT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","707bc29de2c36e1771a16a53026f6059c64cbb6e7847e44b2045d7215926a800",""
"docs/C10_C2_AUTH_SLOW_BEHAVIORAL_PROJECTION_AUTHORITY.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","a72c9538339e04eb057149ec1b77474e6c16d42babe360c5120042d6f319e435",""
"docs/C10_C2_BEHAVIORAL_PROJECTION_REPORT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","5f652b145a57254174e41fe998ea922ec502ea169bafa387af4e939529d55c4c",""
"docs/C10_CONTRIB_CONFIDENCE_FINAL.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","cb8f214153664a30b75dd1b953dd2e9497edd9231ede1e6de5c85ba9d244eaaf",""
"docs/C10_LONGITUDINAL_TARGET_ONTOLOGY_CONTRACT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","3fc55c69621154e22b88d3051f94073d0652aae6991b1fd082d70a04203f5d01",""
"docs/C10_SALIENCE_IMPL_R.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","6d6b27c87d3b583921f493c2f282a5b827daa9cf411c51b5c13837c90c9dc244",""
"docs/C2_MISSING_SEMANTIC_DECISIONS.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","fc031bf3095a3f529a7a4f4344a052dd2019be604bebac324cc7c03006dda6f6",""
"docs/C5B_autoclaw_handoff_2026-08-28.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","ea6c9abafa99b698a5e10fcaf8adf7e6efb69d08cafdcc3fe6f064ccec302ec5",""
"docs/HI-1-R1_CLOSURE_REVIEW.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","210a59716bed9d2ef4267156d65264e9609a59223666e1a98f8d9507aec4c7dc",""
"docs/HI-1_CONTRACT_AUDIT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","a8904b705be33243a69a25ee4cf459ffbae6f2e5ce37f6cafc0f8a5af3166bdc",""
"docs/MR_ALPHA_AS1_CLOSE.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","10ea692692cfd637715302f67a8323fa4681684210b95705c54a2abdce35353f",""
"docs/MR_ALPHA_AS1_FOLLOWUP_CLEANUP.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","14fbeb8615ae28f313512f96c88c16a152e75f98a29e866ff369bad77c634b91",""
"docs/MR_BINDING_REGISTRY_PRODUCTION_SEAM_V1.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","3df83e8fd42d359b92a5157818c13e36a783723d77ed6d88c912f63bb18ed41f",""
"docs/MR_C9_W1B_CALL_CHAIN_AUDIT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","47f50831d2f6532ca5d7f28833d3ccda904e3e029c3ae14fe93e0803e88b01f5",""
"docs/MR_C9_W1B_CORRECTED_REPORT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","78d77a9882abfd6074c22ce4c7c9f5e9f1e76603039daa0fd1a10f1fcdcc88f5",""
"docs/MR_C9_W1B_REPORT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","4e5fbdfc58743ad2ae1c8ea18ac186ecda55c9d527887a3f9e23879c5e27139f",""
"docs/MR_GIT_RECOVERY_04_CONFLICT_LEDGER.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","f3e4fce263c330e8e1fc99bc8f26893168f6890426b9f24a0d6ee7a51fc11972",""
"docs/MR_OBSERVATION_SLOW_PLASTICITY_TUNING_REPORT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","2c9d21d4a382c86e53e15209d78b1d51c134066d03b2b6f00efa1795280cafc4",""
"docs/Mind%20Runtime%20V0.1.4%20分步开发与分布派单总纲.md","docs/Mind%20Runtime%20V0.1.4%20分步开发与分布派单总纲.md","SOURCE_OK","INCLUDE_UNCHANGED","Governance or architecture contract required by source tests; included after secret/private/path scan.","09cf8ba721e136f87f52a41a10b06d1ced007d92f825df86dae243c28c5ed595","09cf8ba721e136f87f52a41a10b06d1ced007d92f825df86dae243c28c5ed595"
"docs/Mind%20Runtime%20V0.1.4%20开发总纲和需求基线.md","docs/Mind%20Runtime%20V0.1.4%20开发总纲和需求基线.md","SOURCE_OK","INCLUDE_UNCHANGED","Governance or architecture contract required by source tests; included after secret/private/path scan.","9f2dd6619cdcbc67030a5ade9de91c107d5f031e647360dfe791c06e4f10994a","9f2dd6619cdcbc67030a5ade9de91c107d5f031e647360dfe791c06e4f10994a"
"docs/MindRuntimeV0.1.4完整版_开发总纲_需求基线_分布派单.md","docs/MindRuntimeV0.1.4完整版_开发总纲_需求基线_分布派单.md","SOURCE_OK","INCLUDE_UNCHANGED","Governance or architecture contract required by source tests; included after secret/private/path scan.","94aa778aab66e037d08b812e7b144e60db2e3ee475f3b5019199bdbb3ea2bab8","94aa778aab66e037d08b812e7b144e60db2e3ee475f3b5019199bdbb3ea2bab8"
"docs/Mind_Runtime_后续路线与Native_Memory复用优先原则_v2_2026-08-28.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","bd4503fb8af463617fce3cb9ba5b5bdf4e4dd03ca975f69d73d6522dd81bc919",""
"docs/OB3.2.0源码审计与MR-4吸收矩阵.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","d1fc504969b53d94f3e6b3fd97dcd466ef9a05bf69e5f371633a71701b97decf",""
"docs/OW_MULTI_AGENT_BINDING_PHASE01_V1_IMPL_REPORT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","7c6ab1f20e81d9cc9b3ef51735f5dcdc247a061ccf929ac297e86762bbca41ab",""
"docs/OW_MULTI_AGENT_BINDING_W2D_IMPL_REPORT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","f62b126d73b6da1d97949e9588ed1eb90bc056b85f7a6c5d2d0a7c1066ff0f03",""
"docs/OW_MULTI_AGENT_BINDING_W2E_IMPL_REPORT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","c1a67277114309bcbfa210426b5ff88fba12e0a315783070bfc7d2e6dcf9b78e",""
"docs/OW_MULTI_AGENT_BINDING_W2F_IMPL_REPORT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","b5aabaaa8d102a63ce89d529d272db1f907746f3d0f80367b5e984efb0210682",""
"docs/OW_MULTI_AGENT_FINALIZATION_REPORT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","3ae212bf6097d2b2087935b43df8b06c5dd88ad9c8f7661f54f256305d719c92",""
"docs/OW_MULTI_AGENT_SELECTOR_PHASE3_V1_IMPL_REPORT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","1c6b2b9959c5a42920a34933e13caa1c624488d3295c48fddddd12f77badf255",""
"docs/OW_PHASE02_GATE0_STAGING_INVENTORY.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","bc39f3be49a5c80205193d951212e143c3dbde1b23f65a2ce31278529f1b98ea",""
"docs/OW_PHASE02_W2B_BINDING_REGISTRY_CONTRACT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","b0ffe919097825926055f14d194f6418ab9be1a7301835b1375af94ad6b4171d",""
"docs/OW_PRODUCT_IA_V2_SPEC.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","20e525a3e7bb93642b901393d1452f2c17bc0e76df8dc110f32be47efc58a97d",""
"docs/RH-1R_FINAL_REPORT.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","3790dca8437a8250e8e2b381b85306e2fe10907c47a89b4f37407e80048f14a2",""
"docs/a10_gate_failure_taxonomy.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","d504dabb7bfb5bf8912611a455372c84f2afcba86afb603e9f37353df89515b0",""
"docs/a11_independent_signal_validation.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","2f4c0d385addf2a008303105c20053a9efee8ccef81af36550dc691f7e66ca4e",""
"docs/a12_gate_vs_appraisal_context_boundary.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","5ca55b345447975d5785aacaf295dbd22093886cdcbf055f3cec620123185d79",""
"docs/a13_warranted_annotation_instrument_validation.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","f54eba12066b6a6529d3dd110d707a00f7485c3a30d2914669062883f6f447d0",""
"docs/a14_pre_semantic_meaning_significance_boundary.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","604d36db9eac3e724fb7ac7564100f9a338cba22a86d0fd9d2bcf82389fc28be",""
"docs/a9_delivery_contract_evaluation.md","","PROVENANCE_ONLY","EXCLUDE","Historical audit/report/plan or legacy documentation; contains provenance and/or machine-specific operational context and is not required source authority.","f68dec8a6fea376ae3e5b4c1b85b86799d155ffa788653b6f33e9482e9685494",""
"docs/adr/0000-template.md","docs/adr/0000-template.md","SOURCE_OK","INCLUDE_UNCHANGED","Governance or architecture contract required by source tests; included after secret/private/path scan.","ef2d1280c2c99222278c10e43b50ff24d48043d77d33fbfe0f160a8322fd09f8","ef2d1280c2c99222278c10e43b50ff24d48043d77d33fbfe0f160a8322fd09f8"
"docs/adr/0001-d3-closure-durable-facts-canonical-ingest.md","docs/adr/0001-d3-closure-durable-facts-canonical-ingest.md","SOURCE_OK","INCLUDE_UNCHANGED","Governance or architecture contract required by source tests; included after secret/private/path scan.","894d271fe38b3883b3a28a489c0dc733992385b455c5816271bb8388bd17afb3","894d271fe38b3883b3a28a489c0dc733992385b455c5816271bb8388bd17afb3"
"docs/adr/0002-affect-projection-scope-separation.md","docs/adr/0002-affect-projection-scope-separation.md","SOURCE_OK","INCLUDE_UNCHANGED","Governance or architecture contract required by source tests; included after secret/private/path scan.","8f3a614adae43bb071f1147da7091983821524754842b918977ad6f079b8b17b","8f3a614adae43bb071f1147da7091983821524754842b918977ad6f079b8b17b"
"docs/adr/0003-g12-restart-staged-split-state-backend.md","docs/adr/0003-g12-restart-staged-split-state-backend.md","SOURCE_OK","INCLUDE_UNCHANGED","Governance or architecture contract required by source tests; included after secret/private/path scan.","5a000267b045ac9cc9862b3eb138ddebf76f09f090ca69db8dee7907ebfeabc3","5a000267b045ac9cc9862b3eb138ddebf76f09f090ca69db8dee7907ebfeabc3"
"docs/adr/0004-compress-cognitive-topology.md","docs/adr/0004-compress-cognitive-topology.md","SOURCE_OK","INCLUDE_UNCHANGED","Governance or architecture contract required by source tests; included after secret/private/path scan.","694f358486782803a081eb5168e72ac0e95e1581efa438c1a0d96f364e4aea8e","694f358486782803a081eb5168e72ac0e95e1581efa438c1a0d96f364e4aea8e"
"docs/adr/0005-atomic-affect-vector-projection.md","docs/adr/0005-atomic-affect-vector-projection.md","SOURCE_OK","INCLUDE_UNCHANGED","Governance or architecture contract required by source tests; included after secret/private/path scan.","0d9096d262d3cd6476114c5f086a9350ae8d74f926d7c8ad6931440da9d128b8","0d9096d262d3cd6476114c5f086a9350ae8d74f926d7c8ad6931440da9d128b8"
"docs/adr/0006-separate-intent-authority.md","docs/adr/0006-separate-intent-authority.md","SOURCE_OK","INCLUDE_UNCHANGED","Governance or architecture contract required by source tests; included after secret/private/path scan.","f1a2d1708f38edec8b11a4a4b70e7fe798b7480d5b382b583bc445fa2bd1baf1","f1a2d1708f38edec8b11a4a4b70e7fe798b7480d5b382b583bc445fa2bd1baf1"
"docs/adr/0007-bound-expression-authority.md","docs/adr/0007-bound-expression-authority.md","SOURCE_OK","INCLUDE_UNCHANGED","Governance or architecture contract required by source tests; included after secret/private/path scan.","51b0d5c159a38fe4e69d37104b4244d4dc33ca3148cb5e4bdb3c05abd2225303","51b0d5c159a38fe4e69d37104b4244d4dc33ca3148cb5e4bdb3c05abd2225303"
"docs/adr/0008-split-d11-certification-and-live-shadow.md","docs/adr/0008-split-d11-certification-and-live-shadow.md","SOURCE_OK","INCLUDE_UNCHANGED","Governance or architecture contract required by source tests; included after secret/private/path scan.","eb8458050d0611b4b8009f82128ae83fee4b89a586f71595c4d979233c70d469","eb8458050d0611b4b8009f82128ae83fee4b89a586f71595c4d979233c70d469"
"docs/adr/0009-idempotent-turn-fact-admission.md","docs/adr/0009-idempotent-turn-fact-admission.md","SOURCE_OK","INCLUDE_UNCHANGED","Governance or architecture contract required by source tests; included after secret/private/path scan.","248a490d10edca5cceceea52e21789a737b226499ed793ac75c0dd94b99f018c","248a490d10edca5cceceea52e21789a737b226499ed793ac75c0dd94b99f018c"
"docs/adr/0010-no-self-authorizing-feedback.md","docs/adr/0010-no-self-authorizing-feedback.md","SOURCE_OK","INCLUDE_UNCHANGED","Governance or architecture contract required by source tests; included after secret/private/path scan.","f342bef52754c495a33d012b58bdd72c5cb78cbb94a0bf9b3cd1ae257c3f1acc","f342bef52754c495a33d012b58bdd72c5cb78cbb94a0bf9b3cd1ae257c3f1acc"
"docs/adr/0011-private-canonical-data-boundary.md","docs/adr/0011-private-canonical-data-boundary.md","SOURCE_OK","INCLUDE_UNCHANGED","Governance or architecture contract required by source tests; included after secret/private/path scan.","1b7c1d74fdaef153245a0fd71791f3568d705d4359312efe67111ff6ff0f341a","1b7c1d74fdaef153245a0fd71791f3568d705d4359312efe67111ff6ff0f341a"
"docs/adr/0012-live-production-source-loop.md","docs/adr/0012-live-production-source-loop.md","SOURCE_OK","INCLUDE_UNCHANGED","Governance or architecture contract required by source tests; included after secret/private/path scan.","fcf0b8e031c9708d21e203aa4d9bd519c2eb30f599f03c331d9d9cff4c9af702","fcf0b8e031c9708d21e203aa4d9bd519c2eb30f599f03c331d9d9cff4c9af702"
"docs/adr/0013-external-context-authority-no-separate-seam.md","docs/adr/0013-external-context-authority-no-separate-seam.md","SOURCE_OK","INCLUDE_UNCHANGED","Governance or architecture contract required by source tests; included after secret/private/path scan.","5cd652e0bce9e280a0f73ac54557771ec521e8ae47736485dc255de776173ce7","5cd652e0bce9e280a0f73ac54557771ec521e8ae47736485dc255de776173ce7"
